ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,LGA_NAME,LATITUDE,LONGITUDE,POSTCODE_CRASH,PED_OR_CYC,nearest_school,dist_to_gate_m
T20240022444,2024-03-09,14:34:00,2,Struck Pedestrian,3,Tuesday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,809808,1,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,MILDURA,-34.181767,142.14677,3500.0,True,William Ruthven SC,467767.8
T20240024822,2024-02-10,06:20:00,1,Collision with vehicle,4,Wednesday,140,U TURN,2,810162,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,YARRA RANGES,-37.816376,145.32362,3765.0,True,Reservoir HS,27892.6
T20230006859,2023-08-03,08:02:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,63406,2,0,0,2,0,2,2,1,Cross intersection,3,999,Local Road,MOONEE VALLEY,-37.75197,144.8971,3040.0,True,Preston HS,9738.9
T20210022456,2021-06-11,22:00:00,2,Struck Pedestrian,7,Saturday,104,PED WALKING WITH TRAFFIC,5,701958,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,YARRA RANGES,-37.78862,145.36343,3796.0,True,Reservoir HS,30275.0
T20230026474,2023-11-11,15:44:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,791296,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,DANDENONG,-37.95562,145.15277,3171.0,True,Preston HS,27007.5
T20220004580,2022-01-03,18:50:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,41189,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,GLEN EIRA,-37.877686,145.00421,3185.0,True,Preston HS,15123.1
T20240019809,2024-05-08,18:20:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,38158,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,BANYULE,-37.75756,145.04938,3079.0,True,Preston HS,4114.4
T20240006130,2024-10-03,11:00:00,8,No collision and no object struck,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,799505,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road,INDIGO,-36.313297,146.77946,3747.0,True,William Ruthven SC,220312.9
T20220027483,2022-03-12,11:30:00,5,collision with some other object,7,Saturday,166,STRUCK OBJECT ON CARRIAGEWAY,1,739679,1,0,1,0,0,1,2,5,Not at intersection,2,30,,BENALLA,-36.84131,145.9451,3673.0,True,William Ruthven SC,126463.6
T20230007662,2023-01-04,09:14:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),1,37168,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,WYNDHAM,-37.87036,144.69138,3029.0,True,Preston HS,31209.4
T20250011717,2025-02-05,16:20:00,2,Struck Pedestrian,6,Friday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,818492,1,0,1,0,2,3,1,5,Not at intersection,2,70,Arterial Other,CARDINIA,-38.040874,145.36864,3807.0,True,Preston HS,45969.6
T20230000565,2023-09-01,08:12:00,1,Collision with vehicle,1,Monday,111,RIGHT FAR (INTERSECTIONS ONLY),1,65042,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,BRIMBANK,-37.79489,144.81602,3020.0,True,Preston HS,17806.7
T20230000594,2023-09-01,16:00:00,6,Vehicle overturned (no collision),1,Monday,182,OFF CARRIAGEWAY ON LEFT BEND,1,755663,1,0,1,0,0,1,1,5,Not at intersection,2,80,,MURRINDINDI,-37.510715,145.3636,3763.0,True,Reservoir HS,37689.9
T20230005476,2023-07-03,16:31:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,45955,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,MAROONDAH,-37.78923,145.30568,3138.0,True,Reservoir HS,25400.2
T20240028798,2024-12-11,08:20:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,38075,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,DAREBIN,-37.771946,145.02156,3078.0,True,Preston HS,3595.4
T20240003542,2024-12-02,19:44:00,1,Collision with vehicle,2,Monday,122,LEFT THROUGH,1,35612,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,DANDENONG,-37.96444,145.16856,3174.0,True,Preston HS,28537.5
T20250009652,2025-10-04,08:47:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,817233,2,0,1,0,1,2,1,5,Not at intersection,2,80,Freeway,MELBOURNE,-37.831955,144.91512,3207.0,True,Preston HS,12886.1
T20210001592,2021-10-01,13:00:00,5,collision with some other object,0,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,729550,1,0,1,0,0,1,2,5,Not at intersection,2,999,,WELLINGTON,-38.458927,146.90785,3851.0,True,Reservoir HS,183656.8
T20220010096,2022-05-05,11:30:00,6,Vehicle overturned (no collision),5,Thursday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,774549,1,0,1,0,0,1,1,5,Not at intersection,2,888,Local Road,WANGARATTA,-37.09086,146.54079,3678.0,True,Reservoir HS,150837.3
T20230029044,2023-08-12,07:45:00,1,Collision with vehicle,6,Friday,116,LEFT NEAR (INTERSECTIONS ONLY),1,794706,2,0,0,1,1,2,2,4,Multiple intersection,3,60,Arterial Highway,BALLARAT,-37.557278,143.85541,3350.0,True,William Ruthven SC,102242.4
T20240020665,2024-09-08,10:57:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,809114,1,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road,MOONEE VALLEY,-37.74357,144.92906,3041.0,True,Preston HS,6865.2
T20230015594,2023-05-07,16:08:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,776783,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,GEELONG,-38.198814,144.34636,3216.0,True,Preston HS,77059.4
T20250008986,2025-03-04,12:15:00,2,Struck Pedestrian,4,Thursday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,816987,2,0,0,1,1,2,1,5,Not at intersection,3,80,Freeway,MELBOURNE,-37.827785,144.96042,3006.0,True,Preston HS,10414.2
T20240003255,2024-09-02,16:29:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,797865,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,GEELONG,-38.13814,144.34879,3218.0,True,Preston HS,72635.8
T20220004901,2022-04-03,23:00:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.,3,712734,2,0,1,0,2,3,1,5,Not at intersection,2,60,Local Road,DANDENONG,-37.97099,145.1672,3174.0,True,Preston HS,29113.7
T20240011958,2024-11-05,10:23:00,2,Struck Pedestrian,6,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,29464,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,MELBOURNE,-37.844852,144.97868,3004.0,True,Preston HS,11738.7
T20230023574,2023-09-10,17:39:00,1,Collision with vehicle,2,Monday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,782734,2,0,0,1,1,2,1,5,Not at intersection,3,50,Arterial Highway,BENDIGO,-36.742672,144.2057,3551.0,True,William Ruthven SC,127410.9
T20240011385,2024-05-05,13:50:00,2,Struck Pedestrian,1,Sunday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE,1,95113,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,GLEN EIRA,-37.886936,145.02225,3162.0,True,Preston HS,16204.2
T20250021352,2025-09-08,16:40:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,821499,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road,BENALLA,-36.844875,145.93893,3669.0,True,William Ruthven SC,125804.5
T20230027509,2023-11-11,11:30:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,788814,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road,HEPBURN,-37.392456,144.13701,3461.0,True,William Ruthven SC,83500.3
T20210012895,2021-11-06,08:35:00,1,Collision with vehicle,5,Friday,132,RIGHT REAR.,1,686749,2,0,0,1,1,2,1,4,Multiple intersection,3,50,Local Road,MELBOURNE,-37.801277,144.95277,3051.0,True,Preston HS,8166.4
T20250015299,2025-06-06,20:47:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,819086,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,MARIBYRNONG,-37.794502,144.86292,3019.0,True,Preston HS,13967.3
T20220019794,2022-02-09,02:58:00,2,Struck Pedestrian,6,Friday,104,PED WALKING WITH TRAFFIC,3,723633,1,0,1,0,1,2,1,4,Multiple intersection,2,60,Arterial Other,GEELONG,-38.06029,144.3582,3214.0,True,Preston HS,67056.3
T20230015357,2023-05-04,13:30:00,5,collision with some other object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,776680,1,0,1,0,0,1,2,5,Not at intersection,2,100,Local Road,PYRENEES,-37.265804,143.38618,3468.0,True,William Ruthven SC,150488.5
T20240028419,2024-02-11,06:50:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,813168,1,0,1,0,0,1,2,5,Not at intersection,2,100,Local Road,GOLDEN PLAINS,-38.048817,144.24614,3331.0,True,Preston HS,74998.2
T20220002690,2022-08-02,07:30:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,65831,2,0,1,0,1,2,1,1,Cross intersection,2,40,Arterial Other,MELBOURNE,-37.812466,144.95392,3003.0,True,Preston HS,9152.3
T20240026222,2024-12-10,19:30:00,5,collision with some other object,7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,2,809989,2,0,1,0,1,2,2,5,Not at intersection,2,50,Local Road,GEELONG,-38.155136,144.33134,3220.0,True,Preston HS,74995.7
T20230028570,2023-04-12,01:12:00,2,Struck Pedestrian,1,Monday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,799972,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,SHEPPARTON,-36.402035,145.40428,3630.0,True,William Ruthven SC,148282.0
T20250006062,2025-06-03,08:42:00,1,Collision with vehicle,4,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,815961,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,GEELONG,-38.192856,144.31476,3216.0,True,Preston HS,78740.6
T20220018007,2022-11-08,18:21:00,1,Collision with vehicle,5,Thursday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,278539,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway,DANDENONG,-37.96882,145.19669,3175.0,True,Preston HS,30246.6
T20210021105,2021-11-10,14:55:00,2,Struck Pedestrian,1,Monday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,698965,1,0,0,1,1,2,2,5,Not at intersection,3,888,Arterial Other,BRIMBANK,-37.760975,144.81723,3021.0,True,Preston HS,16830.2
T20230000149,2023-03-01,11:02:00,1,Collision with vehicle,2,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,783480,2,0,0,1,1,2,1,5,Not at intersection,3,888,Local Road,MONASH,-37.900734,145.16287,3150.0,True,Preston HS,22358.9
T20250001121,2025-12-01,08:40:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,813846,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,NILLUMBIK,-37.560223,145.32288,3763.0,True,Reservoir HS,31511.0
T20210005484,2021-12-03,11:55:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,680184,2,0,1,0,1,2,1,5,Not at intersection,2,80,Local Road,BALLARAT,-37.53067,143.92593,3352.0,True,William Ruthven SC,96645.7
T20210015270,2021-11-07,15:00:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),1,688852,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,PORT PHILLIP,-37.8493,144.95174,3206.0,True,Preston HS,12915.6
T20220022709,2022-09-10,00:35:00,2,Struck Pedestrian,0,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,29427,1,0,0,1,1,2,1,1,Cross intersection,3,999,Local Road,MELBOURNE,-37.81549,144.96654,3000.0,True,Preston HS,8946.0
T20230000803,2023-12-01,12:10:00,4,Collision with a fixed object,5,Thursday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,747589,1,0,1,0,0,1,1,5,Not at intersection,2,100,Local Road,BAW BAW,-38.094326,146.0413,3821.0,True,Reservoir HS,97935.7
T20240025662,2024-08-10,05:30:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,809515,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,CASEY,-38.10163,145.3195,3977.0,True,Preston HS,48504.5
T20220010162,2022-05-05,07:45:00,1,Collision with vehicle,5,Thursday,131,LEFT REAR,1,38079,3,0,0,2,0,2,2,1,Cross intersection,3,999,Arterial Other,DAREBIN,-37.782497,145.02202,3078.0,True,Preston HS,4722.2
T20240009024,2024-09-04,23:17:00,8,No collision and no object struck,3,Tuesday,136,RIGHT TURN SIDESWIPE,3,809504,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,MOONEE VALLEY,-37.78793,144.92735,3031.0,True,Preston HS,8693.0
T20250007647,2025-07-03,11:05:00,2,Struck Pedestrian,5,Friday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1,816521,1,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,STONNINGTON,-37.84559,144.99902,3141.0,True,Preston HS,11573.8
T20240025804,2024-12-10,16:56:00,6,Vehicle overturned (no collision),7,Saturday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,809630,1,0,1,0,0,1,1,1,Cross intersection,2,40,Arterial Other,LATROBE,-38.193336,146.53853,3844.0,True,Reservoir HS,142293.6
T20230004449,2023-09-02,17:00:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,778186,2,0,0,1,2,3,1,5,Not at intersection,3,40,Arterial Other,MELBOURNE,-37.815857,144.95267,3008.0,True,Preston HS,9533.0
T20230021110,2023-09-09,11:07:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,781633,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other,SURF COAST,-38.325077,143.973,3241.0,True,Preston HS,111402.3
T20240009612,2024-12-04,20:00:00,6,Vehicle overturned (no collision),6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,62833,1,0,1,0,0,1,2,1,Cross intersection,2,50,Local Road,BRIMBANK,-37.73355,144.81035,3021.0,True,Preston HS,17325.0
T20230019609,2023-12-08,01:00:00,8,No collision and no object struck,7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),5,798796,1,0,1,0,0,1,2,5,Not at intersection,2,80,Local Road,BAW BAW,-37.753216,146.48503,3825.0,True,Reservoir HS,128045.6
T20230026825,2023-12-11,13:30:00,3,Struck animal,0,Sunday,167,STRUCK ANIMAL,1,804992,1,0,0,1,0,1,2,5,Not at intersection,3,80,Local Road,NORTHERN GRAMPIANS,-37.050793,142.79657,3380.0,True,William Ruthven SC,207767.0
T20240022457,2024-03-09,17:40:00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE),3,809449,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,MELBOURNE,-37.784042,144.95929,3052.0,True,Preston HS,6311.1
T20220010127,2022-05-05,17:54:00,2,Struck Pedestrian,4,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,3,40451,1,0,0,1,1,2,1,2,T intersection,3,50,Arterial Other,BOROONDARA,-37.837402,145.06372,3124.0,True,Preston HS,11747.2
T20220020890,2022-10-09,18:50:00,6,Vehicle overturned (no collision),6,Saturday,170,OFF CARRIAGEWAY TO LEFT,2,774977,1,0,1,0,0,1,2,1,Cross intersection,2,50,Local Road,CASEY,-38.08695,145.3353,3978.0,True,Preston HS,47986.8
T20240025803,2024-12-10,14:18:00,1,Collision with vehicle,7,Saturday,131,LEFT REAR,1,42023,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road,BAYSIDE,-37.92009,144.99876,3186.0,True,Preston HS,19849.6
T20210020836,2021-06-08,08:45:00,8,No collision and no object struck,5,Friday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,696990,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,KINGSTON,-38.01922,145.09846,3195.0,True,Preston HS,31883.5
T20220015173,2022-06-07,16:06:00,1,Collision with vehicle,4,Wednesday,115,RIGHT/LEFT FAR (INTERSECTIONS ONLY),1,50956,2,0,0,1,1,2,1,1,Cross intersection,3,999,Local Road,WANGARATTA,-36.34637,146.30022,3677.0,True,William Ruthven SC,189212.1
T20220025976,2022-06-11,08:00:00,8,No collision and no object struck,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,735902,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road,MACEDON RANGES,-37.444508,144.50009,3437.0,True,William Ruthven SC,52438.9
T20210012845,2021-10-06,17:40:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,6,699544,1,0,1,0,2,3,1,5,Not at intersection,2,60,Arterial Other,BRIMBANK,-37.768154,144.83038,3020.0,True,Preston HS,15812.3
T20220013394,2022-12-06,21:50:00,2,Struck Pedestrian,1,Sunday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,3,40891,1,0,1,0,1,2,1,1,Cross intersection,2,80,Arterial Highway,KNOX,-37.865707,145.22498,3152.0,True,Reservoir HS,23436.3
T20230023662,2023-10-10,16:30:00,2,Struck Pedestrian,2,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,795416,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,WYNDHAM,-37.892323,144.7181,3030.0,True,Preston HS,30413.2
T20240023254,2024-08-09,12:40:00,2,Struck Pedestrian,1,Sunday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,808952,1,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,WHITTLESEA,-37.61615,145.12608,3754.0,True,William Ruthven SC,14047.1
T20220025542,2022-06-11,16:00:00,1,Collision with vehicle,1,Sunday,140,U TURN,1,779839,2,0,0,1,2,3,2,5,Not at intersection,3,80,Local Road,CASEY,-37.965004,145.24402,3802.0,True,Preston HS,32391.7
T20210025110,2021-08-12,10:50:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,699655,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway,WELLINGTON,-37.958588,147.09627,3862.0,True,Reservoir HS,183384.4
T20240003261,2024-09-02,15:03:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,63036,2,0,0,1,1,2,2,2,T intersection,3,40,Arterial Other,MORELAND,-37.739502,144.96692,3058.0,True,Preston HS,3541.5
T20250000998,2025-05-01,16:30:00,7,Fall from or in moving vehicle,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,813875,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,BOROONDARA,-37.787,145.07693,3104.0,True,Preston HS,7940.5
T20220010131,2022-05-05,16:35:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,719925,1,0,0,1,1,2,1,2,T intersection,3,999,Local Road,MORELAND,-37.74115,144.9643,3058.0,True,Preston HS,3763.9
T20230021209,2023-10-09,17:15:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),2,780779,2,0,0,2,0,2,1,5,Not at intersection,3,50,Arterial Other,BOROONDARA,-37.79316,145.01492,3101.0,True,Preston HS,5763.2
T20210005426,2021-11-03,21:04:00,2,Struck Pedestrian,5,Thursday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,682248,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,PORT PHILLIP,-37.86694,144.97823,3182.0,True,Preston HS,14155.2
T20230013641,2022-02-02,02:00:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,6,775823,1,0,0,1,1,2,2,5,Not at intersection,3,50,,HOBSONS BAY,-37.86763,144.76535,3028.0,True,Preston HS,25439.7
T20240016791,2024-03-07,08:40:00,1,Collision with vehicle,3,Wednesday,131,LEFT REAR,1,815639,2,0,1,0,1,2,1,1,Cross intersection,2,70,Arterial Highway,MONASH,-37.888836,145.16408,3150.0,True,Preston HS,21396.9
T20250006651,2025-07-02,08:05:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,682617,1,0,0,1,0,1,2,5,Not at intersection,3,70,Arterial Other,KINGSTON,-37.93503,145.0502,3189.0,True,Preston HS,21828.0
T20250006773,2025-12-03,19:40:00,6,Vehicle overturned (no collision),4,Wednesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),3,816377,1,0,1,0,0,1,1,5,Not at intersection,2,80,Arterial Other,DANDENONG,-37.965126,145.1349,3172.0,True,Preston HS,27260.2
T20210012747,2021-08-06,19:20:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,38659,2,0,1,0,1,2,1,2,T intersection,2,60,Local Road,MARIBYRNONG,-37.7977,144.87991,3012.0,True,Preston HS,12796.8
T20220012623,2022-04-06,08:00:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,714106,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,MOONEE VALLEY,-37.74845,144.86137,3033.0,True,Preston HS,12835.5
T20250006721,2025-09-03,17:00:00,6,Vehicle overturned (no collision),0,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,816211,1,0,0,1,0,1,2,5,Not at intersection,3,30,Local Road,HEPBURN,-37.200912,144.2937,3446.0,True,William Ruthven SC,83412.9
T20230016226,2023-12-07,10:11:00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,777166,2,0,0,2,0,2,1,3,Y intersection,3,40,Local Road,MELBOURNE,-37.827217,144.97171,3004.0,True,Preston HS,10004.7
T20240025779,2024-12-10,14:15:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,809629,1,0,0,1,0,1,1,2,T intersection,3,40,Local Road,WYNDHAM,-37.91017,144.77197,3030.0,True,Preston HS,27882.1
T20250006066,2025-06-03,05:25:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),3,817852,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road,WYNDHAM,-37.817425,144.82137,3026.0,True,Preston HS,18366.8
T20240012554,2024-07-05,17:30:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,2,803998,2,0,1,0,1,2,2,5,Not at intersection,2,40,Arterial Other,GLEN EIRA,-37.87117,145.01271,3161.0,True,Preston HS,14404.8
T20210003968,2021-09-02,11:00:00,4,Collision with a fixed object,3,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,678041,1,0,1,0,0,1,2,5,Not at intersection,2,100,Local Road,WELLINGTON,-37.82544,146.9802,3860.0,True,Reservoir HS,171839.4
T20230003368,2023-11-02,14:15:00,3,Struck animal,6,Saturday,167,STRUCK ANIMAL,1,759485,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Other,SURF COAST,-38.415733,143.89456,3235.0,True,Preston HS,122880.6
T20250017675,2025-03-07,15:12:00,2,Struck Pedestrian,4,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,36017,1,0,0,1,1,2,1,1,Cross intersection,3,40,Arterial Other,MORELAND,-37.75667,144.97487,3058.0,True,Preston HS,3286.5
T20210025012,2021-07-12,10:45:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,698955,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,MITCHELL,-37.42268,144.97644,3756.0,True,William Ruthven SC,30541.6
T20230003386,2023-11-02,17:48:00,6,Vehicle overturned (no collision),7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,763561,1,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road,CASEY,-38.043373,145.35551,3806.0,True,Preston HS,45386.7
T20230013648,2023-11-06,12:00:00,6,Vehicle overturned (no collision),1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,775920,1,0,0,1,0,1,1,5,Not at intersection,3,100,,MURRINDINDI,-37.375587,146.0581,3713.0,True,Reservoir HS,98547.1
T20230015566,2023-02-07,18:00:00,2,Struck Pedestrian,1,Sunday,106,VEH STRIKES PED ON FOOTPATH/MEDIAN/TRAFFIC ISLAND.,2,795440,2,0,0,1,1,2,1,5,Not at intersection,3,999,Local Road,SHEPPARTON,-36.440426,145.22975,3616.0,True,William Ruthven SC,141114.9
T20240005316,2024-02-03,00:07:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,802330,2,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road,BOROONDARA,-37.80876,145.0771,3103.0,True,Preston HS,9667.2
T20240028095,2024-04-11,11:00:00,1,Collision with vehicle,2,Monday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,814643,2,0,1,0,1,2,2,2,T intersection,2,50,Arterial Other,KINGSTON,-37.93794,145.07365,3189.0,True,Preston HS,22589.9
T20220002274,2022-02-02,15:30:00,1,Collision with vehicle,3,Wednesday,121,RIGHT THROUGH,1,36494,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,YARRA,-37.79595,144.97887,3065.0,True,Preston HS,6522.7
